City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,San Juan,-31.5375,-68.5364,79.43,22,12,18.01,AR,2022-10-04 20:58:58
296,Isangel,-19.55,169.2667,75.31,69,24,2.3,VU,2022-10-04 20:58:58
297,Mandalgovi,45.7625,106.2708,27.77,36,18,6.22,MN,2022-10-04 20:58:59
298,Sur,22.5667,59.5289,79.18,71,0,9.51,OM,2022-10-04 20:58:59
299,Ipswich,52.0592,1.1555,60.4,82,100,5.99,GB,2022-10-04 20:59:00
300,Hamilton,39.1834,-84.5333,74.64,32,0,4.0,US,2022-10-04 20:58:52
301,Piqua,40.1448,-84.2424,72.99,35,1,9.04,US,2022-10-04 20:57:10
302,Mahebourg,-20.4081,57.7,71.89,78,75,8.05,MU,2022-10-04 20:59:01
303,Kuytun,54.3419,101.5036,26.13,89,87,2.37,RU,2022-10-04 20:59:01
304,Ocos,14.5094,-92.1933,83.37,75,92,7.65,GT,2022-10-04 20:59:02
305,Kaitangata,-46.2817,169.8464,37.27,90,89,11.95,NZ,2022-10-04 20:59:03
306,Bousso,10.4795,16.7117,75.04,89,74,5.19,TD,2022-10-04 20:59:03
307,Mount Isa,-20.7333,139.5,67.77,100,99,5.75,AU,2022-10-04 20:59:04
308,Swellendam,-34.0226,20.4417,50.61,84,6,1.99,ZA,2022-10-04 20:54:17
309,Superior,46.7208,-92.1041,73.49,65,0,4.61,US,2022-10-04 20:59:05
310,Pinas,-3.6667,-79.65,92.52,63,100,7.31,EC,2022-10-04 20:59:05
311,Bar Harbor,44.3876,-68.2039,60.62,69,90,1.01,US,2022-10-04 20:59:06
312,Port Hedland,-20.3167,118.5667,66.25,94,4,5.75,AU,2022-10-04 20:59:07
313,Bilibino,68.0546,166.4372,18.45,84,76,3.85,RU,2022-10-04 20:59:07
314,Muros,42.7762,-9.0603,63.16,90,13,0.43,ES,2022-10-04 20:59:08
315,Dustlik,40.5247,68.0358,53.31,30,0,5.53,UZ,2022-10-04 20:59:08
316,Brits,-25.6347,27.7802,83.32,33,67,15.39,ZA,2022-10-04 20:59:08
317,Tumpat,6.1978,102.171,75.18,100,20,0.0,MY,2022-10-04 20:59:09
318,Asfi,32.2994,-9.2372,70.81,77,6,14.23,MA,2022-10-04 20:59:09
319,Dapaong,10.8639,0.205,78.57,77,35,5.44,TG,2022-10-04 21:00:10
320,Asilah,35.465,-6.0348,67.96,67,0,3.91,MA,2022-10-04 21:00:11
321,Kanniyakumari,8.0833,77.5667,78.3,83,100,17.05,IN,2022-10-04 21:00:11
322,Ugoofaaru,5.6667,73.0,81.75,76,100,18.05,MV,2022-10-04 21:00:12
323,Brownsville,25.9018,-97.4975,86.09,58,47,8.01,US,2022-10-04 20:56:06
324,Port Blair,11.6667,92.75,77.25,90,100,3.6,IN,2022-10-04 21:00:14
325,Mananjary,-21.2167,48.3333,68.72,85,1,10.4,MG,2022-10-04 21:00:15
326,Stornoway,58.2093,-6.3865,50.04,82,20,9.22,GB,2022-10-04 21:00:15
327,Tiarei,-17.5333,-149.3333,80.62,76,42,26.33,PF,2022-10-04 21:00:15
328,Monze,-16.2833,27.4833,75.22,25,0,4.79,ZM,2022-10-04 21:00:16
329,Aksu,41.1231,80.2644,55.22,25,8,3.78,CN,2022-10-04 21:00:17
330,Ancona,43.55,13.1667,62.67,64,42,3.44,IT,2022-10-04 21:00:17
331,Durusu,41.3053,28.6767,63.84,67,6,8.99,TR,2022-10-04 21:00:17
332,Klaksvik,62.2266,-6.589,50.92,78,4,40.31,FO,2022-10-04 21:00:18
333,Chilca,-12.5211,-76.7372,61.61,80,79,10.69,PE,2022-10-04 21:00:18
334,Hirara,24.8,125.2833,81.68,70,3,12.37,JP,2022-10-04 21:00:11
335,Korla,41.7597,86.1469,52.11,27,42,3.67,CN,2022-10-04 21:00:19
336,Leningradskiy,69.3833,178.4167,24.21,90,98,6.71,RU,2022-10-04 21:00:20
337,Kungurtug,50.5994,97.5228,21.69,54,38,0.4,RU,2022-10-04 21:00:21
338,Huntingdon,52.3305,-0.1865,62.8,81,100,10.0,GB,2022-10-04 21:00:21
339,Saint-Georges,12.0564,-61.7485,82.08,76,100,10.78,GD,2022-10-04 20:56:01
340,Portland,45.5234,-122.6762,62.58,77,100,3.44,US,2022-10-04 20:58:04
341,Copiapo,-27.3667,-70.3333,56.89,42,0,9.22,CL,2022-10-04 20:59:32
342,Phan Thiet,10.9333,108.1,77.38,87,96,7.14,VN,2022-10-04 21:00:22
343,Bilma,18.6853,12.9164,89.26,16,1,6.49,NE,2022-10-04 21:00:23
344,Malakal,9.5334,31.6605,71.15,97,100,2.51,SS,2022-10-04 21:00:24
345,Najran,17.4924,44.1277,79.45,18,1,3.67,SA,2022-10-04 20:56:45
346,Huari,-9.3333,-77.2333,52.5,60,92,1.72,PE,2022-10-04 21:00:24
347,Constitucion,-35.3333,-72.4167,53.13,86,100,3.04,CL,2022-10-04 21:00:25
348,Bethel,41.3712,-73.414,54.01,88,100,10.36,US,2022-10-04 20:59:30
349,Upernavik,72.7868,-56.1549,22.23,81,81,5.73,GL,2022-10-04 21:00:25
350,Charters Towers,-20.1,146.2667,67.26,79,100,9.22,AU,2022-10-04 21:00:26
351,Makakilo City,21.3469,-158.0858,82.56,69,19,9.37,US,2022-10-04 21:00:26
352,Fukue,32.6881,128.8419,73.06,79,100,19.75,JP,2022-10-04 21:00:27
353,Colac,-38.3333,143.5833,51.17,80,100,14.99,AU,2022-10-04 21:00:27
354,Alihe,50.5667,123.7167,23.18,54,39,3.62,CN,2022-10-04 21:00:28
355,Ancud,-41.8697,-73.8203,51.39,79,29,8.68,CL,2022-10-04 21:00:28
356,Medvezhyegorsk,62.9167,34.4667,47.28,96,100,5.08,RU,2022-10-04 21:00:29
357,Zhangjiakou,40.81,114.8794,34.61,33,3,4.45,CN,2022-10-04 21:00:30
358,Douentza,14.9951,-2.9517,94.35,20,6,2.95,ML,2022-10-04 21:00:30
359,Roma,43.2128,-75.4557,62.51,72,100,3.11,US,2022-10-04 21:00:03
360,Shimoda,34.6667,138.95,76.1,91,73,16.28,JP,2022-10-04 21:00:31
361,Fort Nelson,58.8053,-122.7002,54.03,43,66,4.7,CA,2022-10-04 21:00:32
362,Ascension,30.2169,-90.9001,83.08,51,40,5.75,US,2022-10-04 21:00:32
363,At-Bashi,41.1702,75.8106,40.89,39,8,0.85,KG,2022-10-04 21:01:33
364,Bay Saint Louis,30.3088,-89.33,80.62,62,0,11.5,US,2022-10-04 21:01:34
365,Sibolga,1.7427,98.7792,73.6,98,100,1.05,ID,2022-10-04 21:01:34
366,Qazvin,36.2797,50.0049,72.43,17,0,4.32,IR,2022-10-04 21:01:35
367,Lake Havasu City,34.4839,-114.3224,98.22,20,0,8.05,US,2022-10-04 21:01:37
368,Calama,-22.4667,-68.9333,67.06,6,0,19.82,CL,2022-10-04 21:00:01
369,Harper,4.375,-7.7169,76.37,91,78,7.14,LR,2022-10-04 21:01:38
370,Benghazi,32.1167,20.0667,75.54,66,1,13.94,LY,2022-10-04 21:01:38
371,Trois-Rivieres,46.3501,-72.5491,61.47,40,22,1.01,CA,2022-10-04 21:01:30
372,Turiacu,-1.6633,-45.3717,79.77,69,45,5.97,BR,2022-10-04 21:01:39
373,Porosozero,62.7191,32.727,45.09,99,95,3.38,RU,2022-10-04 21:01:39
374,Ayan,56.45,138.1667,29.93,52,100,15.41,RU,2022-10-04 21:01:40
375,Kasongo-Lunda,-6.4667,16.8167,70.16,93,100,1.72,CD,2022-10-04 21:01:41
376,Zhuhai,22.2769,113.5678,83.98,89,20,5.75,CN,2022-10-04 21:01:42
377,Hastings,50.8552,0.5729,62.92,82,99,15.9,GB,2022-10-04 21:01:42
378,Dudinka,69.4058,86.1778,32.63,99,100,4.83,RU,2022-10-04 21:01:43
379,Machilipatnam,16.1667,81.1333,77.85,89,97,4.79,IN,2022-10-04 21:01:43
380,Malinyi,-8.9333,36.1333,74.32,42,9,2.82,TZ,2022-10-04 21:01:44
381,Ocara,-4.4908,-38.5967,78.84,63,60,10.56,BR,2022-10-04 21:01:44
382,Skibbereen,51.55,-9.2667,59.11,96,100,13.09,IE,2022-10-04 21:01:45
383,Maldonado,-34.6667,-54.9167,62.22,74,77,12.35,UY,2022-10-04 20:59:27
384,Coihueco,-36.6167,-71.8333,51.39,88,100,1.16,CL,2022-10-04 21:01:45
385,Itarema,-2.9248,-39.9167,78.44,76,83,16.53,BR,2022-10-04 21:01:46
386,Santa Barbara,34.7333,-120.0343,88.3,43,0,9.22,US,2022-10-04 20:58:50
387,Pala,9.3642,14.9046,71.83,82,93,4.07,TD,2022-10-04 21:01:47
388,Eyl,7.9803,49.8164,77.88,80,97,15.9,SO,2022-10-04 21:01:48
389,Batagay,67.6333,134.6333,13.01,98,95,1.83,RU,2022-10-04 21:01:48
390,Cangucu,-31.395,-52.6756,56.39,72,4,8.39,BR,2022-10-04 21:01:49
391,Meadow Lake,34.8014,-106.5436,67.66,58,100,7.74,US,2022-10-04 21:01:49
392,Kahului,20.8947,-156.47,80.83,86,25,8.01,US,2022-10-04 21:01:50
393,Newport,51.5877,-2.9984,63.14,86,99,18.07,GB,2022-10-04 21:00:01
394,Havre-Saint-Pierre,50.2334,-63.5986,48.63,84,100,14.92,CA,2022-10-04 21:01:51
395,Nuuk,64.1835,-51.7216,36.21,75,100,13.8,GL,2022-10-04 21:00:18
396,Arroyos Y Esteros,-25.0667,-57.1,83.95,45,0,3.44,PY,2022-10-04 21:01:52
397,Kewanee,41.2456,-89.9248,75.43,18,45,5.41,US,2022-10-04 21:01:52
398,Ailigandi,9.2333,-78.0167,84.11,73,93,5.99,PA,2022-10-04 21:01:53
399,Fandriana,-20.2333,47.3833,56.08,59,0,4.07,MG,2022-10-04 21:01:53
400,Santiago De Cao,-7.9589,-79.2392,63.45,80,58,15.26,PE,2022-10-04 21:01:54
401,Padre Bernardo,-15.35,-48.5,75.9,67,83,5.08,BR,2022-10-04 21:01:54
402,Toyooka,35.5333,134.8333,63.1,90,100,9.69,JP,2022-10-04 21:01:55
403,Gritsovskiy,54.1376,38.1604,49.91,83,100,12.62,RU,2022-10-04 21:01:55
404,Scarborough,54.2797,-0.4044,60.78,86,100,8.99,GB,2022-10-04 21:01:56
405,Kiama,-34.6833,150.8667,62.01,81,100,8.01,AU,2022-10-04 21:01:57
406,Jumla,29.2747,82.1838,54.05,91,7,3.09,NP,2022-10-04 21:01:57
407,Huarmey,-10.0681,-78.1522,65.8,73,24,11.9,PE,2022-10-04 21:01:57
408,Hudson Bay,52.85,-102.3842,67.33,40,37,4.07,CA,2022-10-04 21:02:58
409,Vostok,46.4856,135.8833,21.2,90,12,4.43,RU,2022-10-04 21:02:58
410,Tarquinia,42.2482,11.7553,66.58,82,100,4.5,IT,2022-10-04 21:02:59
411,Barra Do Garcas,-15.89,-52.2567,84.78,49,79,6.82,BR,2022-10-04 21:02:59
412,Pangnirtung,66.1451,-65.7125,35.6,65,100,6.71,CA,2022-10-04 21:03:00
413,Awbari,26.5921,12.7805,75.67,35,0,6.58,LY,2022-10-04 21:03:00
414,Maneromango,-7.1988,38.7848,65.75,93,19,1.34,TZ,2022-10-04 21:03:01
415,Monte Alegre De Minas,-18.8706,-48.8808,74.35,68,75,5.06,BR,2022-10-04 21:03:01
416,Odweyne,9.4092,45.064,75.25,52,69,8.32,SO,2022-10-04 21:03:02
417,Palana,59.1167,159.9667,41.43,89,100,15.59,RU,2022-10-04 21:03:02
418,Sao Jose Da Coroa Grande,-8.8978,-35.1478,75.29,73,3,7.11,BR,2022-10-04 21:03:03
419,Bowen,-20.0167,148.2333,73.29,73,79,14.27,AU,2022-10-04 21:03:04
420,Sozimskiy,59.7418,52.2482,46.22,68,98,6.33,RU,2022-10-04 21:03:04
421,Torrox,36.7579,-3.9523,73.92,63,87,1.01,ES,2022-10-04 21:03:05
422,Panguipulli,-39.6333,-72.3333,52.29,96,89,3.29,CL,2022-10-04 21:03:06
423,Kibala,9.1104,18.3463,71.62,95,75,1.79,TD,2022-10-04 21:03:06
424,Bundaberg,-24.85,152.35,62.22,81,89,1.99,AU,2022-10-04 21:03:07
425,Fuerte Olimpo,-21.0415,-57.8738,92.25,35,55,2.51,PY,2022-10-04 21:03:07
426,Surt,31.2089,16.5887,76.08,65,1,10.89,LY,2022-10-04 21:03:07
427,Namibe,-15.1961,12.1522,65.5,87,78,4.88,AO,2022-10-04 21:03:08
428,Kauran,6.7856,124.4733,73.81,93,62,2.33,PH,2022-10-04 21:03:09
429,Antofagasta,-23.65,-70.4,60.08,70,15,7.18,CL,2022-10-04 20:58:26
430,Naryan-Mar,67.6713,53.087,40.42,81,100,12.1,RU,2022-10-04 21:03:10
431,Maniitsoq,65.4167,-52.9,35.37,58,100,7.52,GL,2022-10-04 21:03:11
432,Madison,34.7334,-86.5667,77.95,38,0,1.01,US,2022-10-04 21:03:11
433,Port Augusta,-32.5,137.7667,59.67,81,100,4.27,AU,2022-10-04 21:03:12
434,Evensk,61.95,159.2333,32.16,89,100,39.3,RU,2022-10-04 21:03:12
435,Wonthaggi,-38.6044,145.5913,53.82,69,100,22.95,AU,2022-10-04 21:03:13
436,Matay,28.419,30.7792,77.54,42,0,10.22,EG,2022-10-04 21:03:13
437,Holstebro,56.3601,8.6161,57.99,89,100,17.49,DK,2022-10-04 21:03:14
438,Gaoua,10.2992,-3.2508,78.35,78,81,5.03,BF,2022-10-04 21:03:15
439,Nome,64.5011,-165.4064,45.16,98,100,2.59,US,2022-10-04 21:03:16
440,Cervo,43.6702,-7.4101,57.96,88,7,4.65,ES,2022-10-04 21:03:17
441,Vila Franca Do Campo,37.7167,-25.4333,74.19,92,36,7.52,PT,2022-10-04 21:03:18
442,Luderitz,-26.6481,15.1594,56.64,73,0,16.91,NA,2022-10-04 21:03:18
443,Nowe Miasto Lubawskie,53.4208,19.5952,49.03,76,77,6.22,PL,2022-10-04 21:00:53
444,Oktyabrskoye,43.0645,44.7417,57.34,88,81,6.71,RU,2022-10-04 21:03:19
445,Laguna,38.421,-121.4238,87.64,44,0,4.61,US,2022-10-04 21:03:20
446,Chernaya Kholunitsa,58.8511,51.7154,47.08,55,97,7.9,RU,2022-10-04 21:03:21
447,Caconda,-13.7333,15.0667,66.88,63,75,7.99,AO,2022-10-04 21:03:21
448,Bhagalpur,25.25,87.0,74.91,97,100,9.95,IN,2022-10-04 21:03:22
449,Balykshi,47.0667,51.8667,59.0,21,0,22.37,KZ,2022-10-04 21:03:22
450,Alanya,36.5438,31.9998,73.53,68,24,3.33,TR,2022-10-04 21:03:23
451,Aginskoye,51.1,114.53,21.54,87,21,5.06,RU,2022-10-04 21:03:23
452,Nongan,44.382,125.1685,30.83,43,0,7.45,CN,2022-10-04 21:03:24
453,Tuyen Quang,21.8233,105.2181,73.17,96,7,1.32,VN,2022-10-04 21:03:24
454,Kapoeta,4.7717,33.5903,74.43,74,34,4.81,SS,2022-10-04 21:03:25
455,Tarko-Sale,64.9225,77.785,37.6,92,100,15.66,RU,2022-10-04 21:03:25
456,Port-Cartier,50.0334,-66.8654,50.76,78,100,5.48,CA,2022-10-04 21:04:26
457,Laguna Seca,14.7,-86.1,95.29,72,92,2.98,HN,2022-10-04 21:04:26
458,Eldorado,-23.7869,-54.2836,72.82,69,0,5.28,BR,2022-10-04 21:04:27
459,Oistins,13.0667,-59.5333,82.49,83,40,23.02,BB,2022-10-04 21:04:27
460,Mitchell,43.7094,-98.0298,69.78,61,100,1.99,US,2022-10-04 21:04:28
461,Corinto,37.9407,22.9573,69.89,52,12,3.0,GR,2022-10-04 21:02:41
462,Ihosy,-22.4,46.1167,68.09,59,0,3.09,MG,2022-10-04 21:04:29
463,Kavaratti,10.5669,72.642,81.14,78,99,17.92,IN,2022-10-04 21:04:29
464,Westport,41.1415,-73.3579,57.24,92,100,12.66,US,2022-10-04 21:02:07
465,Kendari,-3.945,122.4989,75.07,93,100,1.63,ID,2022-10-04 21:04:30
466,Aksarka,66.5606,67.7975,34.21,85,8,3.56,RU,2022-10-04 21:04:31
467,San Carlos De Bariloche,-41.1456,-71.3082,43.14,94,90,7.47,AR,2022-10-04 21:00:23
468,Rawlins,41.7911,-107.2387,60.69,36,75,9.22,US,2022-10-04 21:04:31
469,Norman Wells,65.282,-126.8329,39.11,75,93,11.65,CA,2022-10-04 21:04:32
470,Changying,52.8733,123.3213,22.32,68,29,4.41,CN,2022-10-04 21:04:32
471,Caravelas,-17.7125,-39.2481,76.08,73,67,13.53,BR,2022-10-04 21:04:33
472,Nyurba,63.2842,118.3319,24.04,80,80,7.29,RU,2022-10-04 21:04:33
473,Harsin,34.2721,47.5861,61.18,23,0,1.19,IR,2022-10-04 21:04:34
474,Beloha,-25.1667,45.05,66.58,96,1,1.74,MG,2022-10-04 21:04:34
475,Aklavik,68.2191,-135.0107,31.59,92,8,13.09,CA,2022-10-04 21:04:35
476,Bambous Virieux,-20.3428,57.7575,71.22,79,38,11.92,MU,2022-10-04 21:04:36
477,Sumbawanga,-7.9667,31.6167,64.42,25,10,4.05,TZ,2022-10-04 21:02:24
478,Mogadishu,2.0371,45.3438,77.09,89,38,13.89,SO,2022-10-04 21:01:39
479,Kyren,51.6828,102.1408,25.25,74,0,1.68,RU,2022-10-04 21:04:36
480,Baykit,61.67,96.37,26.4,87,42,4.0,RU,2022-10-04 21:00:32
481,Bandarbeyla,9.4942,50.8122,77.07,85,100,17.45,SO,2022-10-04 21:04:37
482,Elizabeth City,36.2946,-76.2511,58.01,84,100,1.99,US,2022-10-04 21:02:01
483,Kavieng,-2.5744,150.7967,83.28,74,93,16.2,PG,2022-10-04 21:04:38
484,Kautokeino,69.0125,23.0412,37.96,90,100,12.62,NO,2022-10-04 21:04:38
485,Atasu,48.6814,71.6433,36.54,40,0,9.1,KZ,2022-10-04 21:04:39
486,Kampong Chhnang,12.1667,104.55,75.43,94,84,2.1,KH,2022-10-04 21:04:39
487,Shellbrook,53.2168,-106.4011,71.06,36,65,5.44,CA,2022-10-04 21:04:40
488,Kongoussi,13.3258,-1.5347,87.06,52,16,8.08,BF,2022-10-04 21:04:40
489,Ouahigouya,13.5828,-2.4216,86.76,52,11,9.78,BF,2022-10-04 21:01:36
490,Coos Bay,43.3665,-124.2179,60.78,88,100,5.75,US,2022-10-04 21:04:41
491,Wilmington,34.2257,-77.9447,71.51,45,0,12.66,US,2022-10-04 21:04:42
492,Karacabey,40.2152,28.4038,57.69,71,7,5.5,TR,2022-10-04 21:04:42
493,Miracema Do Tocantins,-9.5618,-48.3967,93.45,25,38,3.8,BR,2022-10-04 21:04:44
494,Edson,53.5835,-116.4356,68.2,41,70,3.91,CA,2022-10-04 21:01:20
495,Luang Prabang,19.8856,102.1347,69.28,99,25,0.45,LA,2022-10-04 21:04:45
496,San Javier,37.8063,-0.8374,72.57,80,0,4.61,ES,2022-10-04 21:04:45
497,Carutapera,-1.195,-46.02,80.08,73,39,10.13,BR,2022-10-04 21:04:46
498,Atar,20.5169,-13.0499,99.84,17,100,8.68,MR,2022-10-04 21:04:47
499,Kidal,18.4411,1.4078,95.47,16,81,11.14,ML,2022-10-04 21:04:47
500,Sechura,-5.5569,-80.8222,74.39,56,85,19.71,PE,2022-10-04 21:04:48
501,Nanchang,28.6833,115.8833,61.57,80,100,12.48,CN,2022-10-04 21:00:05
502,Kyra,49.5776,111.9753,20.7,88,16,4.12,RU,2022-10-04 21:04:48
503,Mhango,-3.2833,32.85,72.63,59,60,6.42,TZ,2022-10-04 21:04:49
504,Amurzet,47.6967,131.0981,29.23,56,0,7.72,RU,2022-10-04 21:04:50
505,Alcains,39.9164,-7.4566,65.52,34,0,3.98,PT,2022-10-04 21:05:50
506,Chimore,-16.9833,-65.1333,81.75,60,99,3.65,BO,2022-10-04 21:05:51
507,Huaidian,33.4333,115.0333,47.44,89,100,7.34,CN,2022-10-04 21:05:51
508,Vanimo,-2.6741,141.3028,77.34,91,99,5.59,PG,2022-10-04 21:05:52
509,Hambantota,6.1241,81.1185,78.89,81,100,15.1,LK,2022-10-04 21:05:52
510,Freeport,40.6576,-73.5832,57.45,90,100,20.71,US,2022-10-04 21:01:45
511,Koslan,63.4564,48.8989,46.15,98,100,4.65,RU,2022-10-04 21:05:53
512,Tanout,14.9709,8.8879,91.83,16,100,8.66,NE,2022-10-04 21:05:54
513,Chuchkovo,54.2693,41.4465,57.47,91,100,12.41,RU,2022-10-04 21:05:55
514,Porto Novo,6.4965,2.6036,77.09,88,99,6.38,BJ,2022-10-04 21:05:56
515,Menongue,-14.6585,17.691,67.69,18,38,5.28,AO,2022-10-04 21:05:56
516,Zambezi,-13.5432,23.1047,69.93,24,5,5.64,ZM,2022-10-04 21:05:57
517,Ukiah,39.1502,-123.2078,89.37,42,0,4.61,US,2022-10-04 21:03:14
518,Tecoanapa,16.5167,-98.75,84.87,65,17,8.23,MX,2022-10-04 21:05:58
519,Vavatenina,-17.4667,49.2,62.46,96,24,1.21,MG,2022-10-04 21:05:58
520,Wanning,18.8003,110.3967,79.18,88,80,4.52,CN,2022-10-04 21:05:59
521,Tilik,13.8144,120.2002,83.25,76,100,13.04,PH,2022-10-04 21:05:59
522,Carballo,43.213,-8.691,59.86,91,18,3.18,ES,2022-10-04 21:06:00
523,Saint-Francois,46.4154,3.9054,51.24,100,20,0.0,FR,2022-10-04 21:06:00
524,Tefe,-3.3542,-64.7114,93.31,59,40,3.44,BR,2022-10-04 21:06:01
525,San Vicente,-26.6167,-54.1333,67.14,58,0,1.99,AR,2022-10-04 21:06:01
526,Yarada,17.65,83.2667,79.12,100,100,2.3,IN,2022-10-04 21:06:02
527,Klamath Falls,42.2249,-121.7817,80.87,27,72,1.99,US,2022-10-04 21:01:20
528,Tautira,-17.7333,-149.15,76.14,74,73,24.27,PF,2022-10-04 21:06:03
529,North Fort Myers,26.6673,-81.8801,86.05,55,23,7.72,US,2022-10-04 21:06:03
530,Vredendal,-31.6683,18.5012,51.57,75,0,6.51,ZA,2022-10-04 21:02:22
531,Provideniya,64.3833,-173.3,37.51,93,75,2.24,RU,2022-10-04 21:06:04
532,Lufilufi,-13.8745,-171.5986,83.79,76,19,18.32,WS,2022-10-04 21:06:05
533,Pitimbu,-7.4706,-34.8086,77.59,73,16,10.29,BR,2022-10-04 21:06:05
534,Arica,-18.475,-70.3042,65.75,63,0,13.8,CL,2022-10-04 21:06:06
535,Robertsganj,24.7,83.0667,73.65,96,100,3.71,IN,2022-10-04 21:06:06
536,Guerande,47.3291,-2.4283,59.95,92,84,9.55,FR,2022-10-04 21:06:07
537,Leshukonskoye,64.8989,45.7622,43.56,97,100,4.65,RU,2022-10-04 21:06:07
538,Mitsamiouli,-11.3847,43.2844,75.54,79,16,5.1,KM,2022-10-04 21:06:08
539,Aden,12.7794,45.0367,86.67,73,55,10.31,YE,2022-10-04 21:06:09
540,Portel,-1.9356,-50.8211,85.78,51,12,4.59,BR,2022-10-04 21:06:09
541,Watsa,3.0372,29.5355,64.2,97,95,1.92,CD,2022-10-04 21:06:10
542,Mushie,-3.0167,16.9,75.76,81,87,2.35,CD,2022-10-04 21:06:10
543,Abha,18.2164,42.5053,64.65,22,0,5.75,SA,2022-10-04 21:06:11
544,Eydhafushi,5.1033,73.0708,81.41,78,100,17.81,MV,2022-10-04 21:06:11
545,Rocha,-34.4833,-54.3333,57.99,73,63,9.64,UY,2022-10-04 21:06:12
546,Hun,29.1268,15.9477,73.29,52,0,12.97,LY,2022-10-04 21:06:12
547,Egvekinot,66.3167,-179.1667,25.11,83,81,1.66,RU,2022-10-04 21:06:13
548,Muttupet,10.4,79.4833,81.57,77,100,6.78,IN,2022-10-04 21:06:13
549,Slave Lake,55.2834,-114.769,60.91,39,100,5.03,CA,2022-10-04 21:02:01
550,Guspini,39.5406,8.6294,67.73,82,5,1.3,IT,2022-10-04 21:06:14
551,Vizinga,61.0749,50.1031,47.93,90,98,7.61,RU,2022-10-04 21:06:14
552,Khani,41.9563,42.9566,56.77,96,100,1.74,GE,2022-10-04 21:07:15
553,Bintulu,3.1667,113.0333,75.22,96,100,2.86,MY,2022-10-04 21:07:15
554,Ambilobe,-13.2,49.05,68.05,83,25,4.27,MG,2022-10-04 21:07:16
555,Canto Do Buriti,-8.11,-42.9444,87.91,18,34,2.86,BR,2022-10-04 21:07:16
556,Husavik,66.0449,-17.3389,42.35,97,100,13.11,IS,2022-10-04 21:07:17
557,Dukat,62.55,155.55,12.88,95,100,15.84,RU,2022-10-04 21:07:18
558,Maningrida,-12.0667,134.2667,77.85,81,75,7.09,AU,2022-10-04 21:07:18
559,Dodge City,37.7528,-100.0171,74.21,29,100,11.92,US,2022-10-04 21:02:36
560,Meulaboh,4.1363,96.1285,73.53,98,100,4.05,ID,2022-10-04 21:07:20
561,Lahaina,20.8783,-156.6825,84.2,86,9,7.29,US,2022-10-04 21:07:20
562,Rudbar,30.15,62.6,75.76,17,0,7.18,AF,2022-10-04 21:07:21
563,Arrecife,28.963,-13.5477,75.18,69,0,16.11,ES,2022-10-04 21:07:21
564,Santiago Del Estero,-27.7951,-64.2615,91.72,21,0,15.37,AR,2022-10-04 21:07:22
565,Kloulklubed,7.0419,134.2556,82.69,77,100,12.62,PW,2022-10-04 21:07:23
566,Am Timan,11.0297,20.2827,74.86,80,47,0.96,TD,2022-10-04 21:07:24
567,Brigantine,39.4101,-74.3646,61.0,96,100,14.97,US,2022-10-04 21:07:25
568,Amahai,-3.3333,128.9167,77.18,88,100,3.49,ID,2022-10-04 21:07:25
569,Amberley,39.2048,-84.428,73.94,31,0,6.91,US,2022-10-04 21:07:26
570,Sal Rei,16.1833,-22.9167,80.49,77,95,7.99,CV,2022-10-04 21:07:26
571,Bac Lieu,9.285,105.7244,79.34,86,100,10.58,VN,2022-10-04 21:07:27
572,Zhangye,38.9342,100.4517,51.04,41,100,5.99,CN,2022-10-04 21:07:27
573,Masuda,34.6667,131.85,66.58,91,100,14.65,JP,2022-10-04 21:07:28
574,Sens,48.1667,3.3333,50.36,78,68,5.21,FR,2022-10-04 21:07:29
575,Djibo,14.1022,-1.6306,91.6,39,6,11.5,BF,2022-10-04 21:07:29
